user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico
USR-00934,30,H,Nuevo León,Guadalupe,Preparatoria,Empleado,16000,759,False,True,App,634,2,app_ios,10.0,False,True,es_MX,False,2,True
USR-00935,58,H,Guanajuato,Irapuato,Secundaria,Independiente,16000,1574,False,False,App,668,116,app_android,7.0,False,False,es_MX,False,0,False
USR-00936,29,H,Estado de México,Nezahualcóyotl,Preparatoria,Empleado,25000,1101,True,False,App,513,0,app_android,8.0,False,True,es_MX,False,2,False
USR-00937,26,H,Tamaulipas,Tampico,Licenciatura,Independiente,26500,1215,True,False,App,574,1,app_ios,7.0,False,True,es_MX,False,3,False
USR-00938,42,H,Coahuila,Piedras Negras,Licenciatura,Empleado,17500,1251,False,False,Fan Shop,588,7,app_ios,5.0,False,True,en_US,False,1,False
USR-00939,48,M,Jalisco,Zapopan,Preparatoria,Empleado,12500,449,False,True,App,471,9,app_android,,False,False,es_MX,False,2,False
USR-00940,36,H,Nuevo León,García,Posgrado,Independiente,11500,1089,False,False,App,400,21,app_android,6.0,False,False,es_MX,False,2,False
USR-00941,38,M,Baja California,Tecate,Licenciatura,Empresario,87000,1169,True,False,App,640,10,app_ios,7.0,False,False,es_MX,False,3,False
USR-00942,46,H,Querétaro,El Marqués,Preparatoria,Empleado,11500,1696,False,True,App,777,1,app_ios,8.0,False,False,es_MX,True,3,False
USR-00943,41,H,Jalisco,Tonalá,Licenciatura,Independiente,11000,1697,False,False,Fan Shop,377,12,app_ios,5.0,False,False,en_US,False,1,False
USR-00944,57,H,Ciudad de México,CDMX - Benito Juárez,Preparatoria,Empresario,65000,1431,True,False,App,797,18,app_huawei,10.0,False,True,es_MX,False,4,True
USR-00945,29,H,Puebla,Atlixco,Licenciatura,Empleado,21500,185,False,False,App,323,16,app_android,6.0,False,True,es_MX,False,1,False
USR-00946,42,M,Guanajuato,Celaya,Licenciatura,Empleado,31000,1258,False,True,App,713,1,app_android,8.0,False,False,es_MX,True,2,False
USR-00947,24,H,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,12000,1637,False,False,App,474,19,app_ios,7.0,False,True,es_MX,True,2,False
USR-00948,47,M,Nuevo León,San Pedro Garza García,Secundaria,Empleado,28500,324,True,True,App,676,16,app_ios,7.0,True,True,es_MX,False,2,False
USR-00949,25,H,Otros,Colima,Secundaria,Empleado,10500,1775,False,False,App,301,1,app_ios,6.0,False,False,es_MX,False,1,False
USR-00950,40,M,Estado de México,Ecatepec,Licenciatura,Empresario,47000,420,True,False,App,585,11,app_android,10.0,False,True,es_MX,False,2,False
USR-00951,38,H,Otros,Cuernavaca,Licenciatura,Empleado,39500,684,False,True,Fan Shop,673,3,app_ios,7.0,False,True,es_MX,False,4,False
USR-00952,20,M,Ciudad de México,CDMX - Tlalpan,Secundaria,Estudiante,12500,417,True,False,App,767,2,app_android,9.0,True,False,es_MX,False,2,False
USR-00953,35,M,Nuevo León,Guadalupe,Licenciatura,Empleado,20500,306,False,True,App,498,0,app_ios,8.0,False,True,es_MX,False,4,False
USR-00954,27,H,Sonora,Hermosillo,Secundaria,Empleado,38500,1316,True,True,App,571,3,app_ios,9.0,False,False,es_MX,False,3,False
USR-00955,18,M,Tamaulipas,Nuevo Laredo,Preparatoria,Estudiante,27500,1641,False,False,App,611,0,app_ios,10.0,False,False,es_MX,False,2,False
USR-00956,55,M,Sinaloa,Los Mochis,Secundaria,Empresario,49000,264,False,False,App,650,9,app_ios,7.0,False,False,es_MX,False,2,False
USR-00957,55,M,Otros,Villahermosa,Licenciatura,Empleado,25500,1525,True,True,App,644,13,app_huawei,7.0,False,False,en_US,False,1,False
USR-00958,45,M,Coahuila,Torreón,Secundaria,Independiente,13000,202,False,False,App,590,18,app_ios,7.0,False,True,es_MX,True,2,False
USR-00959,29,M,Ciudad de México,CDMX - Coyoacán,Posgrado,Empresario,23500,73,False,False,App,349,16,app_ios,4.0,False,False,es_MX,False,1,False
USR-00960,29,M,Guanajuato,Irapuato,Licenciatura,Empresario,13500,1330,True,False,App,461,1,app_ios,9.0,False,False,es_MX,False,1,False
USR-00961,23,H,Otros,Morelia,Posgrado,Desempleado,12500,1188,False,False,App,546,138,app_android,7.0,False,False,es_MX,False,0,False
USR-00962,29,M,Nuevo León,Guadalupe,Preparatoria,Independiente,26000,1065,False,False,App,395,30,app_huawei,7.0,False,False,es_MX,True,1,False
USR-00963,21,H,Otros,Villahermosa,Secundaria,Estudiante,12500,428,True,False,App,742,1,app_ios,7.0,False,True,es_MX,False,2,False
USR-00964,34,H,Coahuila,Saltillo,Posgrado,Empleado,18500,1061,False,True,App,311,12,app_ios,5.0,False,True,es_MX,False,1,False
USR-00965,46,H,Oaxaca,Oaxaca de Juárez,Posgrado,Independiente,71000,532,False,False,App,759,1,app_huawei,7.0,False,False,es_MX,True,2,False
USR-00966,47,H,Estado de México,Toluca,Preparatoria,Independiente,16000,294,False,False,App,419,7,app_ios,,False,False,es_MX,True,2,False
USR-00967,39,H,Sinaloa,Los Mochis,Posgrado,Independiente,53500,1410,True,False,App,747,5,app_huawei,7.0,False,True,es_MX,True,3,False
USR-00968,40,M,Otros,Cuernavaca,Secundaria,Empleado,17500,1504,False,True,App,479,2,app_huawei,5.0,False,False,es_MX,False,1,False
USR-00969,31,H,Coahuila,Acuña,Licenciatura,Empresario,21000,1338,True,False,App,545,3,app_ios,7.0,False,True,es_MX,True,2,False
USR-00970,35,M,Coahuila,Acuña,Licenciatura,Empleado,25000,541,False,True,App,772,1,app_ios,9.0,True,True,es_MX,True,1,False
USR-00971,34,H,Nuevo León,Guadalupe,Posgrado,Desempleado,23000,81,False,False,App,673,59,app_ios,6.0,False,False,es_MX,False,1,False
USR-00972,30,H,Querétaro,San Juan del Río,Posgrado,Empleado,28000,1024,True,False,App,617,0,app_android,10.0,False,True,es_MX,False,3,False
USR-00973,44,H,Guanajuato,Irapuato,Licenciatura,Empleado,36500,1259,True,True,App,485,14,app_ios,10.0,False,False,es_MX,False,4,False
USR-00974,32,H,Querétaro,San Juan del Río,Preparatoria,Independiente,12000,1205,False,False,App,471,13,app_android,7.0,False,True,es_MX,False,1,False
USR-00975,31,M,Chihuahua,Cuauhtémoc,Preparatoria,Independiente,28000,1177,False,False,App,437,61,app_huawei,7.0,False,False,es_MX,False,1,False
USR-00976,48,H,Chihuahua,Ciudad Juárez,Licenciatura,Empleado,23000,352,False,False,App,582,0,app_android,7.0,False,False,es_MX,False,2,False
USR-00977,44,M,Estado de México,Toluca,Licenciatura,Independiente,51000,1634,True,False,App,772,11,app_ios,9.0,False,True,es_MX,False,1,False
USR-00978,30,H,Coahuila,Saltillo,Preparatoria,Empleado,24000,1123,True,False,App,615,3,app_ios,7.0,False,False,es_MX,False,3,False
USR-00979,30,M,Guanajuato,Salamanca,Posgrado,Independiente,25500,564,True,False,Fan Shop,499,2,app_ios,7.0,False,True,es_MX,False,2,False
USR-00980,47,M,,,Licenciatura,Empleado,44000,614,True,False,App,591,7,app_android,,False,False,es_MX,True,2,False
USR-00981,58,M,Jalisco,San Pedro Tlaquepaque,Preparatoria,Independiente,30000,1749,True,False,App,812,13,app_ios,,False,False,es_MX,False,3,False
USR-00982,41,H,Estado de México,Nezahualcóyotl,Preparatoria,Empleado,20500,1474,False,True,App,592,4,app_android,8.0,False,False,es_MX,False,4,False
USR-00983,31,H,Veracruz,Coatzacoalcos,Licenciatura,Empleado,42000,227,False,False,App,722,11,app_android,8.0,False,False,es_MX,False,2,False
USR-00984,47,H,Jalisco,San Pedro Tlaquepaque,Preparatoria,Empleado,25500,1310,False,True,App,687,2,app_ios,6.0,False,False,es_MX,False,2,False
USR-00985,47,M,Ciudad de México,CDMX - Cuauhtémoc,Preparatoria,Empleado,11500,83,False,False,App,373,9,app_ios,6.0,False,False,es_MX,False,1,False
USR-00986,43,H,Estado de México,Tlalnepantla,Secundaria,Empleado,38000,455,True,False,App,691,1,app_android,8.0,False,True,es_MX,False,1,False
USR-00987,37,H,Sonora,Ciudad Obregón,Preparatoria,Empresario,57000,1199,True,False,App,743,12,app_android,8.0,False,False,es_MX,False,3,False
USR-00988,28,M,Otros,La Paz,Licenciatura,Empleado,21000,362,True,True,App,598,0,app_ios,,False,True,es_MX,False,2,False
USR-00989,41,H,Otros,Colima,Licenciatura,Empleado,76000,113,True,True,App,682,4,app_ios,8.0,False,True,es_MX,True,2,False
USR-00990,23,H,Coahuila,Torreón,Preparatoria,Estudiante,7500,1552,True,False,App,685,1,app_ios,,False,False,es_MX,False,2,False
USR-00991,40,M,Ciudad de México,CDMX - Cuauhtémoc,Preparatoria,Empleado,18000,374,True,True,Fan Shop,629,74,app_android,6.0,False,False,es_MX,False,2,False
USR-00992,46,M,Nuevo León,García,Secundaria,Empleado,28000,752,True,False,App,736,7,app_ios,10.0,False,False,es_MX,True,3,False
USR-00993,54,H,Nuevo León,San Pedro Garza García,Preparatoria,Independiente,65000,261,False,False,App,612,17,app_android,9.0,False,False,es_MX,False,3,False
USR-00994,38,M,Jalisco,Puerto Vallarta,Licenciatura,Independiente,34000,988,True,False,App,725,0,app_ios,10.0,False,True,en_US,False,3,False
USR-00995,47,H,Ciudad de México,CDMX - Tlalpan,Posgrado,Empleado,46000,1245,True,True,Fan Shop,687,5,app_android,9.0,False,False,es_MX,True,3,False
USR-00996,22,H,Sinaloa,Culiacán,Licenciatura,Estudiante,10000,1455,True,False,App,619,0,app_android,8.0,False,False,es_MX,False,2,False
USR-00997,47,M,Ciudad de México,CDMX - Cuauhtémoc,Preparatoria,Empleado,33500,1813,False,True,App,723,16,app_android,9.0,False,False,es_MX,True,3,False
USR-00998,51,M,Estado de México,Naucalpan,Licenciatura,Independiente,32000,392,False,False,App,677,88,app_android,4.0,False,False,es_MX,True,0,False
USR-00999,57,H,Nuevo León,Monterrey,Secundaria,Desempleado,7500,252,False,False,App,401,146,app_huawei,4.0,False,False,es_MX,False,1,False
USR-01000,48,H,Coahuila,Monclova,Licenciatura,Empleado,5500,658,False,False,App,476,136,app_ios,7.0,True,False,es_MX,False,0,False
USR-01001,26,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,20500,815,True,False,App,499,3,app_android,8.0,False,True,es_MX,False,2,False
USR-01002,19,H,Nuevo León,García,Preparatoria,Empleado,24000,1467,True,True,App,443,0,app_ios,8.0,False,False,en_US,False,1,False
USR-01003,32,H,Nuevo León,Apodaca,Preparatoria,Empleado,11000,887,False,True,App,765,2,app_android,10.0,False,True,es_MX,False,2,True
USR-01004,60,M,Veracruz,Veracruz,Licenciatura,Empleado,27000,818,True,False,App,681,12,app_ios,7.0,False,False,es_MX,False,3,False
USR-01005,20,H,Sonora,Nogales,Preparatoria,Empleado,17000,180,False,False,App,524,1,app_ios,9.0,False,False,es_MX,False,2,False
USR-01006,35,M,Guanajuato,Salamanca,Licenciatura,Empleado,48000,1584,True,False,App,768,4,app_huawei,8.0,False,False,es_MX,False,3,False
USR-01007,31,M,Guanajuato,León,Secundaria,Independiente,35500,838,True,False,App,709,3,app_android,7.0,False,False,es_MX,True,2,False
USR-01008,54,M,Otros,Tepic,Licenciatura,Empleado,10000,1489,False,True,App,736,2,app_android,6.0,False,False,es_MX,False,3,False
USR-01009,38,M,Estado de México,Naucalpan,Licenciatura,Independiente,48000,1506,True,False,App,762,2,app_huawei,9.0,False,True,es_MX,True,3,False
USR-01010,31,M,Estado de México,Naucalpan,Licenciatura,Independiente,24500,799,True,False,App,713,5,app_ios,10.0,True,True,es_MX,True,2,False
USR-01011,45,H,Estado de México,Ecatepec,Preparatoria,Empleado,22000,1018,True,False,App,538,7,app_ios,4.0,False,False,es_MX,False,3,False
USR-01012,29,M,Jalisco,Puerto Vallarta,Licenciatura,Empleado,28000,1678,True,False,App,814,1,app_ios,8.0,False,True,es_MX,True,3,False
USR-01013,27,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,24500,1171,True,False,App,530,3,app_ios,,False,True,es_MX,False,2,False
USR-01014,49,H,Ciudad de México,CDMX - Miguel Hidalgo,Secundaria,Estudiante,30500,1544,False,False,App,508,79,app_huawei,7.0,False,False,es_MX,False,0,False
USR-01015,46,H,Estado de México,Ecatepec,Licenciatura,Empresario,77000,917,True,False,App,698,3,app_android,10.0,False,False,es_MX,True,2,False
USR-01016,54,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empresario,36000,916,False,False,Fan Shop,744,3,app_ios,8.0,False,False,es_MX,True,3,False
USR-01017,30,M,Guanajuato,León,Licenciatura,Empresario,19500,141,True,False,Fan Shop,677,0,app_ios,10.0,False,True,es_MX,False,1,False
USR-01018,25,M,Jalisco,Tlaquepaque,Licenciatura,Independiente,28500,53,False,False,App,786,0,app_android,7.0,False,False,es_MX,False,3,False
USR-01019,19,M,Nuevo León,Apodaca,Secundaria,Estudiante,27000,1276,True,False,App,748,1,app_ios,9.0,False,False,es_MX,False,1,False
USR-01020,18,H,Tamaulipas,Matamoros,Preparatoria,Estudiante,25000,332,True,False,App,696,2,app_android,9.0,False,True,es_MX,False,3,False
USR-01021,43,M,Jalisco,Tlaquepaque,Secundaria,Empleado,30000,557,False,True,App,706,3,app_android,9.0,False,False,es_MX,False,3,False
USR-01022,38,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,56500,1031,True,False,Fan Shop,790,1,app_huawei,8.0,False,False,es_MX,True,2,False
USR-01023,48,M,Coahuila,Torreón,Secundaria,Empleado,11000,1534,False,True,App,601,4,app_ios,8.0,False,True,es_MX,False,2,True
USR-01024,36,M,Nuevo León,San Pedro Garza García,Posgrado,Empleado,19000,1577,True,True,Fan Shop,423,9,app_ios,5.0,False,False,es_MX,False,1,False
USR-01025,41,M,Querétaro,Querétaro,Posgrado,Empleado,14000,1263,False,True,App,701,10,app_huawei,10.0,False,True,es_MX,False,2,False
USR-01026,31,M,Querétaro,San Juan del Río,Posgrado,Empresario,13500,549,True,False,App,537,2,app_android,7.0,False,False,es_MX,False,1,False
USR-01027,47,H,Ciudad de México,CDMX - Cuauhtémoc,Posgrado,Empleado,13000,1802,False,True,App,740,17,app_ios,9.0,True,False,es_MX,True,3,False
USR-01028,46,M,Nuevo León,Monterrey,Preparatoria,Empleado,21000,1254,False,True,Fan Shop,622,54,app_ios,6.0,False,True,es_MX,False,1,False
USR-01029,44,H,Nuevo León,Monterrey,Preparatoria,Empleado,38000,1234,True,False,App,774,11,app_android,7.0,False,False,es_MX,False,1,False
USR-01030,49,M,Yucatán,Progreso,Preparatoria,Empleado,19000,220,True,True,App,595,18,app_ios,7.0,False,False,es_MX,False,1,False
USR-01031,59,H,Otros,Zacatecas,Preparatoria,Empleado,28500,155,True,True,App,708,107,app_android,6.0,False,False,es_MX,False,1,False
USR-01032,36,M,Baja California,Mexicali,Licenciatura,Independiente,82000,96,False,False,App,610,2,app_ios,8.0,False,False,es_MX,False,4,False
USR-01033,23,H,Estado de México,Naucalpan,Posgrado,Estudiante,8500,458,False,False,Fan Shop,456,53,app_ios,6.0,False,False,es_MX,True,0,False
USR-01034,35,M,Estado de México,Toluca,Licenciatura,Empleado,44000,1687,True,True,App,652,16,app_ios,8.0,True,False,en_US,True,3,False
USR-01035,35,H,Tamaulipas,Ciudad Victoria,Secundaria,Independiente,24000,1033,False,False,App,553,11,app_ios,9.0,True,False,es_MX,True,3,False
USR-01036,52,M,Jalisco,Puerto Vallarta,Licenciatura,Empresario,98000,1067,True,False,App,639,5,app_ios,10.0,False,False,es_MX,False,2,False
USR-01037,45,H,Ciudad de México,CDMX - Cuauhtémoc,Secundaria,Independiente,48000,1228,True,False,Fan Shop,648,4,app_ios,8.0,False,True,es_MX,True,5,False
USR-01038,22,M,Tamaulipas,Reynosa,Preparatoria,Estudiante,24000,87,True,False,App,671,1,app_ios,7.0,True,False,es_MX,False,3,False
USR-01039,28,M,Otros,Tepic,Licenciatura,Empleado,35500,705,False,True,App,500,12,app_ios,10.0,False,False,es_MX,False,3,False
USR-01040,43,H,Coahuila,Torreón,Posgrado,Empleado,33000,828,True,True,App,777,2,app_android,,False,False,es_MX,False,4,False
USR-01041,18,H,Estado de México,Nezahualcóyotl,Preparatoria,Estudiante,23500,1276,False,False,App,658,2,app_ios,7.0,False,False,es_MX,False,2,False
USR-01042,39,M,Otros,Tepic,Posgrado,Empleado,61000,232,False,True,Fan Shop,711,18,app_ios,9.0,True,False,es_MX,False,2,False
USR-01043,46,H,Jalisco,Puerto Vallarta,Licenciatura,Empresario,54000,1068,True,False,App,715,12,app_ios,8.0,False,False,es_MX,False,4,False
USR-01044,47,H,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,14500,1235,False,True,App,310,20,app_ios,5.0,False,False,en_US,False,1,False
USR-01045,50,M,Nuevo León,San Nicolás de los Garza,Licenciatura,Empresario,98000,1798,True,False,App,728,4,app_ios,10.0,False,False,es_MX,False,2,False
USR-01046,30,M,Veracruz,Coatzacoalcos,Preparatoria,Empresario,20000,826,True,False,App,482,1,app_ios,10.0,False,True,es_MX,False,2,False
USR-01047,29,M,Otros,Campeche,Preparatoria,Empleado,51000,408,True,False,App,642,0,app_ios,10.0,False,True,es_MX,True,3,False
USR-01048,33,H,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,58000,144,True,False,App,827,3,app_huawei,10.0,False,True,es_MX,False,4,False
USR-01049,34,M,Otros,Tuxtla Gutiérrez,Preparatoria,Empleado,15000,314,True,True,App,729,11,app_huawei,6.0,False,False,es_MX,False,1,False
USR-01050,19,H,Estado de México,Nezahualcóyotl,Secundaria,Empleado,12500,739,True,False,App,584,2,app_ios,9.0,False,False,es_MX,False,2,False
USR-01051,44,M,Otros,Campeche,Posgrado,Jubilado,8000,1678,False,False,App,570,152,app_ios,5.0,False,False,es_MX,False,0,False
USR-01052,44,M,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,20500,675,False,True,App,417,8,app_android,3.0,True,False,es_MX,False,1,False
USR-01053,50,H,Sonora,San Luis Río Colorado,Preparatoria,Desempleado,23000,139,False,False,Fan Shop,577,166,app_huawei,7.0,False,False,es_MX,True,0,False
USR-01054,27,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,14000,722,False,False,App,520,12,app_huawei,4.0,False,False,es_MX,False,2,False
USR-01055,25,M,Yucatán,Mérida,Licenciatura,Empleado,12500,1203,False,True,App,777,13,app_android,7.0,False,False,es_MX,False,3,False
USR-01056,39,M,Jalisco,Tonalá,Licenciatura,Independiente,56000,1461,True,False,App,698,2,app_ios,10.0,False,True,es_MX,False,4,False
USR-01057,46,M,Puebla,Atlixco,Posgrado,Empleado,21500,928,False,True,App,542,1,app_android,10.0,False,False,es_MX,False,3,False
USR-01058,30,SE,Yucatán,Valladolid,Preparatoria,Empleado,24500,1242,False,True,App,588,18,app_android,5.0,False,False,es_MX,False,1,False
USR-01059,50,H,Sonora,Ciudad Obregón,Licenciatura,Empresario,43000,443,True,False,App,659,10,app_ios,6.0,False,False,es_MX,False,3,False
USR-01060,37,M,Estado de México,Ecatepec,Licenciatura,Estudiante,22000,636,False,False,Fan Shop,503,94,app_huawei,6.0,False,False,es_MX,False,1,False
USR-01061,18,M,Ciudad de México,CDMX - Coyoacán,Preparatoria,Empleado,16500,1496,True,False,App,641,0,app_android,7.0,False,True,es_MX,False,2,False
USR-01062,32,H,Veracruz,Coatzacoalcos,Licenciatura,Empleado,7000,1227,True,True,App,638,1,app_ios,8.0,False,True,es_MX,True,1,False
USR-01063,45,H,,,Preparatoria,Empleado,12000,578,False,False,Fan Shop,521,10,app_ios,7.0,False,False,es_MX,False,1,False
USR-01064,43,H,Ciudad de México,CDMX - Coyoacán,Posgrado,Independiente,21000,1106,False,False,App,656,13,app_ios,8.0,False,False,es_MX,False,3,False
USR-01065,34,M,Puebla,Atlixco,Posgrado,Empleado,26000,721,True,True,App,670,4,app_ios,10.0,False,False,es_MX,False,4,True
USR-01066,22,H,Jalisco,Guadalajara,Licenciatura,Empleado,16500,1745,True,True,App,595,2,app_android,7.0,False,False,es_MX,False,0,False
USR-01067,43,M,Ciudad de México,CDMX - Tlalpan,Posgrado,Independiente,76000,1250,True,False,Fan Shop,583,5,app_android,,False,False,es_MX,True,3,False
USR-01068,34,M,Jalisco,Zapopan,Licenciatura,Empleado,17000,1139,False,False,App,482,20,app_android,5.0,False,False,es_MX,False,1,False
USR-01069,33,M,Nuevo León,San Pedro Garza García,Preparatoria,Independiente,42500,1529,True,False,App,660,3,app_huawei,9.0,False,True,es_MX,False,1,True
USR-01070,53,M,Jalisco,Tlaquepaque,Licenciatura,Empleado,37000,103,True,False,App,636,11,app_huawei,,False,False,es_MX,True,4,False
USR-01071,39,M,Veracruz,Poza Rica,Posgrado,Empleado,20000,555,True,True,Fan Shop,718,1,app_ios,7.0,False,False,es_MX,True,2,True
USR-01072,33,M,Coahuila,Saltillo,Posgrado,Empleado,14000,1381,False,True,App,567,15,app_huawei,4.0,False,False,es_MX,False,1,True
USR-01073,39,M,Coahuila,Saltillo,Licenciatura,Empleado,59500,642,True,True,App,674,5,app_android,10.0,False,True,es_MX,True,5,False
USR-01074,38,M,Nuevo León,San Pedro Garza García,Posgrado,Desempleado,23500,1422,False,False,App,381,72,app_ios,6.0,False,False,en_US,True,1,False
USR-01075,46,M,Veracruz,Córdoba,Licenciatura,Empleado,22000,1279,True,False,App,443,1,app_ios,,False,False,es_MX,True,1,False
USR-01076,24,H,Sonora,Ciudad Obregón,Preparatoria,Independiente,23000,184,False,False,Fan Shop,405,23,app_huawei,3.0,False,False,es_MX,False,2,False
USR-01077,45,M,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Independiente,19000,919,False,False,App,303,13,app_ios,5.0,False,False,es_MX,False,1,True
USR-01078,43,H,Otros,Campeche,Posgrado,Empleado,16000,730,True,False,App,673,2,app_ios,9.0,False,True,es_MX,False,5,False
USR-01079,33,M,Chihuahua,Delicias,Licenciatura,Independiente,40000,1446,False,False,App,717,3,app_android,8.0,False,True,es_MX,True,2,True
USR-01080,27,M,Jalisco,Tlaquepaque,Preparatoria,Independiente,7000,673,True,False,App,676,2,app_android,7.0,False,False,es_MX,False,1,False
USR-01081,23,M,,,Licenciatura,Estudiante,23000,471,True,False,App,556,2,app_ios,9.0,False,True,es_MX,False,2,False
USR-01082,41,H,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,9000,1797,True,True,App,568,12,app_android,8.0,False,True,es_MX,False,4,False
USR-01083,41,M,Veracruz,Córdoba,Licenciatura,Independiente,32000,1479,False,False,App,759,8,app_ios,7.0,False,False,en_US,False,4,False
USR-01084,41,M,Ciudad de México,CDMX - Tlalpan,Posgrado,Empleado,6500,903,False,True,App,521,0,app_ios,4.0,True,False,es_MX,False,3,False
USR-01085,49,H,Jalisco,Guadalajara,Preparatoria,Independiente,15500,137,False,False,App,361,22,app_android,7.0,False,False,es_MX,False,1,False
USR-01086,46,H,Jalisco,Puerto Vallarta,Licenciatura,Empresario,86000,1099,True,False,App,537,12,app_ios,9.0,False,False,es_MX,True,0,False
USR-01087,50,H,Tamaulipas,Reynosa,Licenciatura,Empleado,13000,1679,False,False,App,391,20,app_android,4.0,False,False,es_MX,True,2,False
USR-01088,44,H,Tamaulipas,Tampico,Licenciatura,Empleado,7500,1004,False,True,App,391,5,app_android,3.0,False,True,es_MX,False,1,False
USR-01089,25,H,Nuevo León,Monterrey,Posgrado,Independiente,27500,830,False,False,App,733,1,app_android,7.0,False,False,es_MX,True,2,False
USR-01090,27,H,Ciudad de México,CDMX - Coyoacán,Preparatoria,Empleado,19000,1088,False,True,App,766,17,app_android,9.0,False,True,es_MX,False,4,False
USR-01091,24,H,Veracruz,Poza Rica,Secundaria,Empleado,21500,203,True,False,App,693,0,app_ios,9.0,False,False,es_MX,False,3,False
USR-01092,52,H,Nuevo León,Guadalupe,Licenciatura,Empleado,9000,929,True,True,Fan Shop,726,13,app_android,10.0,False,False,es_MX,False,2,False
USR-01093,46,M,Querétaro,San Juan del Río,Licenciatura,Empleado,34500,1448,False,True,App,497,2,app_android,10.0,False,False,es_MX,False,4,False
USR-01094,24,M,Nuevo León,Monterrey,Preparatoria,Empleado,21000,1030,True,False,App,532,0,app_ios,8.0,False,True,es_MX,True,1,False
USR-01095,52,M,Nuevo León,García,Posgrado,Empleado,10500,445,False,True,App,651,3,app_android,6.0,False,False,es_MX,False,1,False
USR-01096,20,H,Nuevo León,García,Secundaria,Estudiante,11000,845,True,False,App,662,0,app_ios,10.0,True,False,es_MX,False,2,False
USR-01097,48,H,Nuevo León,San Nicolás de los Garza,Preparatoria,Empleado,30000,763,False,True,App,611,1,app_huawei,8.0,False,False,es_MX,False,4,False
USR-01098,25,M,Nuevo León,Santa Catarina,Licenciatura,Empleado,11500,534,False,False,Fan Shop,344,14,app_ios,4.0,False,False,es_MX,False,2,False
USR-01099,26,H,Jalisco,Tonalá,Posgrado,Empleado,17000,1610,True,True,Fan Shop,521,1,app_ios,9.0,False,True,es_MX,False,2,False
USR-01100,35,M,Ciudad de México,CDMX - Coyoacán,Posgrado,Independiente,20000,421,True,False,App,700,2,app_android,8.0,False,False,es_MX,False,2,False
USR-01101,50,H,Yucatán,Valladolid,Preparatoria,Empleado,12500,159,False,False,App,297,10,app_android,,False,True,es_MX,False,1,False
USR-01102,33,H,Coahuila,Saltillo,Posgrado,Independiente,66000,1714,False,False,App,534,12,app_ios,10.0,False,False,es_MX,False,2,False
USR-01103,35,H,Ciudad de México,CDMX - Coyoacán,Posgrado,Empleado,50500,1109,True,False,App,713,1,app_huawei,8.0,False,True,es_MX,False,4,False
USR-01104,52,M,Ciudad de México,CDMX - Benito Juárez,Posgrado,Empresario,88000,747,False,False,App,568,4,app_ios,,False,False,es_MX,False,1,False
USR-01105,55,M,Sonora,Ciudad Obregón,Preparatoria,Empleado,75000,309,False,True,Fan Shop,731,4,app_ios,9.0,True,False,es_MX,False,2,False
USR-01106,36,H,Coahuila,Acuña,Preparatoria,Empleado,9500,1445,False,True,App,518,6,app_android,5.0,False,False,es_MX,True,3,True
USR-01107,41,M,Veracruz,Poza Rica,Preparatoria,Empleado,12000,854,True,True,Fan Shop,667,6,app_android,7.0,False,False,es_MX,False,2,False
USR-01108,30,M,Jalisco,Zapopan,Licenciatura,Independiente,22500,567,True,False,App,753,1,app_ios,9.0,False,True,es_MX,False,2,False
USR-01109,26,M,Nuevo León,García,Licenciatura,Empleado,24500,1329,False,False,App,552,0,app_ios,10.0,False,False,es_MX,False,3,False
USR-01110,45,H,Jalisco,Zapopan,Licenciatura,Empleado,13500,1645,True,False,App,362,2,app_ios,4.0,False,False,es_MX,False,1,False
USR-01111,30,H,Otros,Durango,Preparatoria,Empleado,13500,1341,True,True,App,575,2,app_ios,9.0,False,True,es_MX,False,1,False
USR-01112,44,H,Veracruz,Xalapa,Posgrado,Empleado,22500,1464,False,True,App,564,5,app_ios,8.0,False,False,es_MX,True,5,False
USR-01113,51,H,Ciudad de México,CDMX - Benito Juárez,Preparatoria,Empleado,30500,1513,True,True,Fan Shop,493,10,app_huawei,6.0,False,False,es_MX,False,2,False
USR-01114,18,M,Puebla,Atlixco,Preparatoria,Estudiante,27000,920,False,False,App,563,2,app_ios,8.0,False,True,es_MX,False,1,False
USR-01115,36,H,Tamaulipas,Reynosa,Preparatoria,Empleado,35500,1022,True,False,Fan Shop,815,0,app_android,7.0,False,True,es_MX,False,2,False
