producto_id,user_id,tipo_producto,fecha_apertura,estatus,limite_credito,saldo_actual,utilizacion_pct,tasa_interes_anual,plazo_meses,monto_mensualidad,fecha_ultimo_movimiento,es_dato_sintetico
PRD-00009911,USR-03823,cuenta_debito,2023-08-22,activo,,77542.67,,,,,2025-11-03,True
PRD-00009912,USR-03823,tarjeta_credito_hey,2023-05-07,activo,52000.0,20508.8,0.3944,42.24,,,2025-09-26,True
PRD-00009913,USR-03823,seguro_compras,2023-02-11,activo,,,,,,,2025-10-11,True
PRD-00009914,USR-03824,cuenta_debito,2024-10-10,activo,,46250.14,,,,,2025-11-25,True
PRD-00009915,USR-03824,tarjeta_credito_hey,2023-01-02,activo,112000.0,109961.6,0.9818,30.52,,,2025-10-12,True
PRD-00009916,USR-03825,cuenta_debito,2021-08-21,activo,,51887.32,,,,,2025-11-02,True
PRD-00009917,USR-03826,cuenta_debito,2023-12-02,activo,,28893.54,,,,,2025-11-19,True
PRD-00009918,USR-03826,tarjeta_credito_hey,2025-02-02,activo,34000.0,18173.0,0.5345,43.41,,,2025-09-04,True
PRD-00009919,USR-03826,credito_nomina,2024-05-15,activo,10000.0,3517.0,0.3517,22.0,6.0,624.35,2025-11-12,True
PRD-00009920,USR-03827,cuenta_debito,2025-06-07,activo,,46398.88,,,,,2025-11-23,True
PRD-00009921,USR-03827,tarjeta_credito_hey,2025-11-17,activo,7000.0,2559.9,0.3657,34.72,,,2025-10-24,True
PRD-00009922,USR-03828,cuenta_debito,2025-07-10,activo,,21137.11,,,,,2025-09-11,True
PRD-00009923,USR-03828,cuenta_negocios,2025-07-19,activo,,28777.64,,,,,2025-09-09,True
PRD-00009924,USR-03828,tarjeta_credito_negocios,2025-10-01,activo,419000.0,178033.1,0.4249,51.64,,,2025-10-28,True
PRD-00009925,USR-03829,cuenta_debito,2025-07-15,cancelado,,44348.08,,,,,2025-09-03,True
PRD-00009926,USR-03830,cuenta_debito,2023-09-09,activo,,57568.24,,,,,2025-10-28,True
PRD-00009927,USR-03830,credito_nomina,2024-06-08,activo,40000.0,15580.0,0.3895,30.22,18.0,1087.18,2025-10-20,True
PRD-00009928,USR-03831,cuenta_debito,2022-05-03,cancelado,,77943.91,,,,,2025-10-11,True
PRD-00009929,USR-03831,inversion_hey,2024-01-13,activo,,38670.59,,5.75,,,2025-10-24,True
PRD-00009930,USR-03831,tarjeta_credito_hey,2022-04-20,activo,141000.0,20994.9,0.1489,30.44,,,2025-10-28,True
PRD-00009931,USR-03831,seguro_vida,2024-06-29,activo,,,,,,,2025-09-04,True
PRD-00009932,USR-03832,cuenta_debito,2025-09-11,suspendido,,7230.78,,,,,2025-10-07,True
PRD-00009933,USR-03832,tarjeta_credito_hey,2023-09-30,suspendido,122000.0,56303.0,0.4615,29.0,,,2025-10-13,True
PRD-00009934,USR-03833,cuenta_debito,2023-08-07,activo,,46088.14,,,,,2025-11-17,True
PRD-00009935,USR-03833,inversion_hey,2021-10-08,activo,,361379.37,,9.7,,,2025-10-02,True
PRD-00009936,USR-03833,tarjeta_credito_hey,2024-01-06,activo,64000.0,16697.6,0.2609,29.38,,,2025-11-21,True
PRD-00009937,USR-03834,cuenta_debito,2021-08-16,activo,,4704.15,,,,,2025-09-28,True
PRD-00009938,USR-03834,tarjeta_credito_hey,2021-12-24,activo,138000.0,36818.4,0.2668,32.78,,,2025-09-21,True
PRD-00009939,USR-03835,cuenta_debito,2025-05-08,activo,,63392.99,,,,,2025-10-11,True
PRD-00009940,USR-03835,tarjeta_credito_hey,2025-06-12,activo,21000.0,3693.9,0.1759,42.73,,,2025-08-30,True
PRD-00009941,USR-03835,credito_nomina,2024-10-07,activo,31000.0,7994.9,0.2579,20.75,24.0,409.84,2025-11-21,True
PRD-00009942,USR-03836,cuenta_debito,2024-02-10,activo,,16095.43,,,,,2025-10-26,True
PRD-00009943,USR-03836,credito_nomina,2024-07-01,activo,35000.0,8417.5,0.2405,25.44,6.0,1508.83,2025-09-27,True
PRD-00009944,USR-03836,seguro_vida,2025-09-21,activo,,,,,,,2025-09-26,True
PRD-00009945,USR-03837,cuenta_debito,2024-06-19,activo,,71645.51,,,,,2025-10-26,True
PRD-00009946,USR-03837,credito_nomina,2024-03-01,activo,66000.0,29944.2,0.4537,28.65,24.0,1653.53,2025-11-27,True
PRD-00009947,USR-03838,cuenta_debito,2023-07-05,activo,,70825.8,,,,,2025-10-05,True
PRD-00009948,USR-03839,cuenta_debito,2023-02-04,activo,,54900.6,,,,,2025-10-12,True
PRD-00009949,USR-03839,tarjeta_credito_hey,2023-09-17,revision_de_pagos,62000.0,44082.0,0.711,44.49,,,2025-08-31,True
PRD-00009950,USR-03840,cuenta_debito,2025-10-15,activo,,72265.8,,,,,2025-09-04,True
PRD-00009951,USR-03840,tarjeta_credito_hey,2025-05-24,activo,136000.0,85326.4,0.6274,40.61,,,2025-10-12,True
PRD-00009952,USR-03840,seguro_compras,2025-06-01,activo,,,,,,,2025-09-22,True
PRD-00009953,USR-03841,cuenta_debito,2022-07-25,activo,,46008.47,,,,,2025-11-19,True
PRD-00009954,USR-03842,cuenta_debito,2025-03-28,activo,,34160.11,,,,,2025-10-13,True
PRD-00009955,USR-03842,inversion_hey,2023-08-28,activo,,257870.71,,8.99,,,2025-10-14,True
PRD-00009956,USR-03843,cuenta_debito,2022-08-24,activo,,22656.05,,,,,2025-11-27,True
PRD-00009957,USR-03843,credito_nomina,2022-10-19,activo,24000.0,7576.8,0.3157,20.75,18.0,493.43,2025-09-07,True
PRD-00009958,USR-03844,cuenta_debito,2024-12-17,activo,,48383.81,,,,,2025-10-14,True
PRD-00009959,USR-03844,tarjeta_credito_hey,2023-04-11,activo,59000.0,44674.8,0.7572,33.55,,,2025-11-01,True
PRD-00009960,USR-03844,tarjeta_credito_garantizada,2025-02-03,suspendido,17000.0,15828.7,0.9311,60.81,,,2025-10-13,True
PRD-00009961,USR-03844,credito_personal,2024-05-22,suspendido,20000.0,16246.0,0.8123,32.05,24.0,925.59,2025-09-01,True
PRD-00009962,USR-03845,cuenta_debito,2025-10-08,cancelado,,82389.89,,,,,2025-09-20,True
PRD-00009963,USR-03846,cuenta_debito,2025-09-16,activo,,51323.44,,,,,2025-11-18,True
PRD-00009964,USR-03846,tarjeta_credito_hey,2025-11-18,activo,54000.0,25876.8,0.4792,44.06,,,2025-09-15,True
PRD-00009965,USR-03846,seguro_compras,2025-07-25,activo,,,,,,,2025-09-23,True
PRD-00009966,USR-03847,cuenta_debito,2025-02-03,activo,,83374.41,,,,,2025-09-08,True
PRD-00009967,USR-03847,tarjeta_credito_garantizada,2022-11-17,cancelado,6000.0,2995.2,0.4992,59.65,,,2025-10-16,True
PRD-00009968,USR-03848,cuenta_debito,2025-04-18,activo,,10750.25,,,,,2025-10-06,True
PRD-00009969,USR-03848,inversion_hey,2025-11-18,activo,,239761.58,,7.21,,,2025-11-15,True
PRD-00009970,USR-03848,tarjeta_credito_hey,2025-02-24,activo,64000.0,10163.2,0.1588,29.56,,,2025-09-09,True
PRD-00009971,USR-03849,cuenta_debito,2025-11-15,activo,,4712.19,,,,,2025-11-10,True
PRD-00009972,USR-03849,cuenta_negocios,2025-09-19,activo,,79481.72,,,,,2025-10-09,True
PRD-00009973,USR-03849,tarjeta_credito_negocios,2025-01-26,activo,380000.0,60458.0,0.1591,53.58,,,2025-09-03,True
PRD-00009974,USR-03849,credito_personal,2025-03-18,activo,73000.0,38843.3,0.5321,46.12,36.0,2009.96,2025-10-15,True
PRD-00009975,USR-03849,credito_auto,2024-12-13,activo,119000.0,19159.0,0.161,23.03,48.0,614.39,2025-11-12,True
PRD-00009976,USR-03850,cuenta_debito,2025-08-11,activo,,31363.31,,,,,2025-09-01,True
PRD-00009977,USR-03851,cuenta_debito,2022-06-24,activo,,10987.02,,,,,2025-11-28,True
PRD-00009978,USR-03851,credito_nomina,2025-08-20,activo,75000.0,39337.5,0.5245,33.98,24.0,2280.86,2025-08-30,True
PRD-00009979,USR-03851,seguro_vida,2024-03-13,cancelado,,,,,,,2025-11-19,True
PRD-00009980,USR-03852,cuenta_debito,2025-08-11,activo,,22821.38,,,,,2025-09-25,True
PRD-00009981,USR-03852,credito_nomina,2025-11-08,activo,45000.0,13059.0,0.2902,18.6,18.0,836.98,2025-11-16,True
PRD-00009982,USR-03853,cuenta_debito,2023-01-14,activo,,54229.73,,,,,2025-09-07,True
PRD-00009983,USR-03853,tarjeta_credito_garantizada,2023-04-04,activo,5000.0,1239.5,0.2479,47.42,,,2025-10-08,True
PRD-00009984,USR-03854,cuenta_debito,2024-07-21,activo,,84891.75,,,,,2025-11-08,True
PRD-00009985,USR-03854,inversion_hey,2025-03-16,activo,,308536.42,,6.66,,,2025-11-09,True
PRD-00009986,USR-03854,seguro_vida,2025-09-30,activo,,,,,,,2025-10-27,True
PRD-00009987,USR-03855,cuenta_debito,2023-12-31,activo,,58780.53,,,,,2025-11-18,True
PRD-00009988,USR-03855,inversion_hey,2025-03-19,activo,,250377.38,,3.74,,,2025-11-15,True
PRD-00009989,USR-03855,tarjeta_credito_hey,2024-02-07,activo,81000.0,21740.4,0.2684,41.95,,,2025-11-07,True
PRD-00009990,USR-03856,cuenta_debito,2025-07-02,activo,,70157.22,,,,,2025-10-17,True
PRD-00009991,USR-03856,inversion_hey,2025-03-03,activo,,474874.92,,5.8,,,2025-10-12,True
PRD-00009992,USR-03856,seguro_compras,2024-04-02,activo,,,,,,,2025-09-21,True
PRD-00009993,USR-03857,cuenta_debito,2023-06-19,activo,,35224.0,,,,,2025-11-19,True
PRD-00009994,USR-03857,cuenta_negocios,2024-08-19,activo,,58605.85,,,,,2025-11-21,True
PRD-00009995,USR-03857,tarjeta_credito_negocios,2022-03-20,activo,294000.0,49539.0,0.1685,38.17,,,2025-11-06,True
PRD-00009996,USR-03857,credito_personal,2024-10-24,activo,85000.0,30685.0,0.361,45.71,36.0,1580.21,2025-11-21,True
PRD-00009997,USR-03857,credito_auto,2025-01-23,activo,368000.0,91668.8,0.2491,11.74,48.0,2402.31,2025-10-13,True
PRD-00009998,USR-03858,cuenta_debito,2025-04-23,activo,,81322.01,,,,,2025-11-01,True
PRD-00009999,USR-03858,tarjeta_credito_hey,2024-05-06,activo,82000.0,64042.0,0.781,32.81,,,2025-11-03,True
PRD-00010000,USR-03858,credito_personal,2023-12-10,revision_de_pagos,58000.0,55366.8,0.9546,44.25,36.0,2802.73,2025-11-26,True
PRD-00010001,USR-03859,cuenta_debito,2025-05-17,activo,,76467.63,,,,,2025-11-10,True
PRD-00010002,USR-03859,tarjeta_credito_hey,2025-08-01,activo,120000.0,61140.0,0.5095,28.46,,,2025-11-24,True
PRD-00010003,USR-03859,credito_nomina,2025-02-10,activo,45000.0,13342.5,0.2965,23.58,12.0,1258.95,2025-10-02,True
PRD-00010004,USR-03859,inversion_hey,2025-07-14,activo,,10608.04,,8.67,,,2025-11-25,True
PRD-00010005,USR-03859,seguro_vida,2025-08-25,activo,,,,,,,2025-09-22,True
PRD-00010006,USR-03860,cuenta_debito,2024-06-23,activo,,66055.07,,,,,2025-11-12,True
PRD-00010007,USR-03860,seguro_compras,2025-09-03,activo,,,,,,,2025-10-04,True
PRD-00010008,USR-03861,cuenta_debito,2025-10-20,activo,,62934.63,,,,,2025-09-30,True
PRD-00010009,USR-03861,tarjeta_credito_hey,2025-03-16,activo,75000.0,52350.0,0.698,41.8,,,2025-10-20,True
PRD-00010010,USR-03861,seguro_compras,2024-10-07,activo,,,,,,,2025-10-19,True
PRD-00010011,USR-03862,cuenta_debito,2025-06-27,activo,,17186.58,,,,,2025-09-24,True
PRD-00010012,USR-03862,inversion_hey,2023-03-04,activo,,200382.54,,9.28,,,2025-11-13,True
PRD-00010013,USR-03862,tarjeta_credito_hey,2021-04-06,activo,74000.0,9605.2,0.1298,36.84,,,2025-10-07,True
PRD-00010014,USR-03863,cuenta_debito,2024-02-12,activo,,19338.61,,,,,2025-10-11,True
PRD-00010015,USR-03863,inversion_hey,2023-04-04,activo,,129213.96,,6.1,,,2025-09-05,True
PRD-00010016,USR-03863,seguro_vida,2025-06-04,activo,,,,,,,2025-09-13,True
PRD-00010017,USR-03864,cuenta_debito,2025-10-18,activo,,63954.68,,,,,2025-09-15,True
PRD-00010018,USR-03864,tarjeta_credito_hey,2025-08-07,cancelado,92000.0,21969.6,0.2388,42.1,,,2025-10-26,True
PRD-00010019,USR-03865,cuenta_debito,2025-08-27,activo,,82461.95,,,,,2025-11-23,True
PRD-00010020,USR-03865,tarjeta_credito_hey,2025-03-05,activo,16000.0,9635.2,0.6022,40.74,,,2025-11-23,True
PRD-00010021,USR-03866,cuenta_debito,2025-07-12,cancelado,,70585.26,,,,,2025-11-09,True
PRD-00010022,USR-03867,cuenta_debito,2021-10-11,cancelado,,22876.72,,,,,2025-10-12,True
PRD-00010023,USR-03867,inversion_hey,2025-03-17,activo,,259788.77,,7.9,,,2025-11-23,True
PRD-00010024,USR-03867,tarjeta_credito_hey,2021-06-16,activo,74000.0,24827.0,0.3355,38.73,,,2025-10-18,True
PRD-00010025,USR-03867,seguro_vida,2025-03-14,activo,,,,,,,2025-09-22,True
PRD-00010026,USR-03868,cuenta_debito,2025-06-23,activo,,73623.0,,,,,2025-10-08,True
PRD-00010027,USR-03868,cuenta_negocios,2023-09-20,activo,,21817.32,,,,,2025-11-15,True
PRD-00010028,USR-03869,cuenta_debito,2024-06-12,activo,,52649.5,,,,,2025-11-27,True
PRD-00010029,USR-03869,tarjeta_credito_hey,2025-09-28,activo,132000.0,44233.2,0.3351,34.08,,,2025-11-05,True
PRD-00010030,USR-03870,cuenta_debito,2024-10-26,activo,,11664.35,,,,,2025-09-29,True
PRD-00010031,USR-03870,tarjeta_credito_hey,2024-11-23,revision_de_pagos,52000.0,41392.0,0.796,44.91,,,2025-10-07,True
PRD-00010032,USR-03870,credito_personal,2024-03-25,revision_de_pagos,57000.0,41986.2,0.7366,46.51,36.0,2182.49,2025-10-06,True
PRD-00010033,USR-03871,cuenta_debito,2024-07-29,cancelado,,84815.46,,,,,2025-10-29,True
PRD-00010034,USR-03872,cuenta_debito,2025-04-04,activo,,40548.19,,,,,2025-11-04,True
PRD-00010035,USR-03872,tarjeta_credito_hey,2025-07-01,activo,132000.0,34320.0,0.26,41.11,,,2025-10-30,True
PRD-00010036,USR-03872,seguro_compras,2024-05-13,activo,,,,,,,2025-11-01,True
PRD-00010037,USR-03873,cuenta_debito,2025-03-13,activo,,4595.62,,,,,2025-11-17,True
PRD-00010038,USR-03873,inversion_hey,2024-11-12,activo,,426213.29,,3.54,,,2025-09-23,True
PRD-00010039,USR-03873,seguro_vida,2025-11-25,activo,,,,,,,2025-10-31,True
PRD-00010040,USR-03874,cuenta_debito,2024-10-03,activo,,62624.09,,,,,2025-10-01,True
PRD-00010041,USR-03874,tarjeta_credito_hey,2025-02-15,activo,36000.0,19209.6,0.5336,38.36,,,2025-10-23,True
PRD-00010042,USR-03875,cuenta_debito,2022-06-07,activo,,53324.29,,,,,2025-11-01,True
PRD-00010043,USR-03875,tarjeta_credito_hey,2021-05-07,cancelado,52000.0,30123.6,0.5793,33.05,,,2025-10-15,True
PRD-00010044,USR-03876,cuenta_debito,2025-11-25,activo,,33129.88,,,,,2025-11-20,True
PRD-00010045,USR-03876,seguro_compras,2025-11-13,activo,,,,,,,2025-09-23,True
PRD-00010046,USR-03877,cuenta_debito,2024-05-15,activo,,1568.18,,,,,2025-11-17,True
PRD-00010047,USR-03877,credito_nomina,2024-09-15,activo,54000.0,31298.4,0.5796,20.69,6.0,5535.67,2025-09-18,True
PRD-00010048,USR-03878,cuenta_debito,2023-07-30,activo,,6388.69,,,,,2025-11-28,True
PRD-00010049,USR-03878,credito_nomina,2023-05-12,activo,61000.0,28462.6,0.4666,31.52,24.0,1613.78,2025-11-08,True
PRD-00010050,USR-03879,cuenta_debito,2025-07-15,activo,,30817.83,,,,,2025-11-06,True
PRD-00010051,USR-03879,inversion_hey,2025-11-24,activo,,5628.13,,8.39,,,2025-10-06,True
PRD-00010052,USR-03880,cuenta_debito,2024-07-17,activo,,69395.2,,,,,2025-11-11,True
PRD-00010053,USR-03881,cuenta_debito,2023-03-09,activo,,2942.77,,,,,2025-09-22,True
PRD-00010054,USR-03881,tarjeta_credito_hey,2024-10-30,activo,74000.0,19129.0,0.2585,30.78,,,2025-09-24,True
PRD-00010055,USR-03881,credito_nomina,2022-01-23,activo,52000.0,12911.6,0.2483,22.93,6.0,2298.12,2025-09-25,True
PRD-00010056,USR-03882,cuenta_debito,2023-03-29,activo,,2480.03,,,,,2025-10-21,True
PRD-00010057,USR-03882,tarjeta_credito_hey,2025-06-04,activo,9000.0,6104.7,0.6783,36.05,,,2025-09-17,True
PRD-00010058,USR-03883,cuenta_debito,2024-12-01,activo,,32057.12,,,,,2025-11-28,True
PRD-00010059,USR-03883,tarjeta_credito_hey,2025-01-03,activo,13000.0,4669.6,0.3592,41.88,,,2025-11-02,True
PRD-00010060,USR-03883,credito_nomina,2024-08-07,activo,46000.0,17829.6,0.3876,32.28,18.0,1262.63,2025-09-08,True
PRD-00010061,USR-03884,cuenta_debito,2025-10-17,activo,,83189.87,,,,,2025-11-12,True
PRD-00010062,USR-03884,inversion_hey,2025-05-21,activo,,66278.79,,9.61,,,2025-09-13,True
PRD-00010063,USR-03884,tarjeta_credito_hey,2025-07-25,activo,100000.0,10900.0,0.109,27.55,,,2025-11-24,True
PRD-00010064,USR-03885,cuenta_debito,2025-04-08,activo,,59336.89,,,,,2025-10-28,True
PRD-00010065,USR-03885,inversion_hey,2024-03-27,activo,,105313.09,,5.99,,,2025-09-18,True
PRD-00010066,USR-03885,tarjeta_credito_hey,2024-08-18,activo,133000.0,13180.3,0.0991,39.26,,,2025-11-20,True
PRD-00010067,USR-03886,cuenta_debito,2025-06-20,activo,,28202.44,,,,,2025-09-10,True
PRD-00010068,USR-03886,tarjeta_credito_hey,2024-04-27,suspendido,67000.0,53955.1,0.8053,34.08,,,2025-11-21,True
PRD-00010069,USR-03886,credito_personal,2024-10-14,revision_de_pagos,46000.0,40696.2,0.8847,46.5,36.0,2115.19,2025-08-31,True
PRD-00010070,USR-03887,cuenta_debito,2025-10-16,activo,,11826.09,,,,,2025-11-23,True
PRD-00010071,USR-03887,inversion_hey,2025-07-27,activo,,364867.76,,3.52,,,2025-09-13,True
PRD-00010072,USR-03887,tarjeta_credito_hey,2024-11-15,activo,44000.0,13833.6,0.3144,34.17,,,2025-10-27,True
PRD-00010073,USR-03887,seguro_vida,2025-06-02,activo,,,,,,,2025-09-30,True
PRD-00010074,USR-03888,cuenta_debito,2023-10-23,activo,,33665.76,,,,,2025-10-18,True
PRD-00010075,USR-03888,inversion_hey,2025-06-10,activo,,57602.71,,7.39,,,2025-11-11,True
PRD-00010076,USR-03889,cuenta_debito,2024-03-25,activo,,65600.01,,,,,2025-09-16,True
PRD-00010077,USR-03889,tarjeta_credito_hey,2025-10-22,activo,52000.0,37226.8,0.7159,43.0,,,2025-11-28,True
PRD-00010078,USR-03890,cuenta_debito,2023-12-10,activo,,15822.15,,,,,2025-10-29,True
PRD-00010079,USR-03890,inversion_hey,2025-09-23,activo,,204684.22,,5.68,,,2025-10-10,True
PRD-00010080,USR-03890,seguro_vida,2025-11-17,activo,,,,,,,2025-10-21,True
PRD-00010081,USR-03891,cuenta_debito,2025-07-29,activo,,25376.02,,,,,2025-11-08,True
PRD-00010082,USR-03891,tarjeta_credito_hey,2025-10-09,activo,74000.0,61360.8,0.8292,35.81,,,2025-10-26,True
PRD-00010083,USR-03891,tarjeta_credito_garantizada,2025-07-21,activo,13000.0,9711.0,0.747,60.41,,,2025-09-20,True
PRD-00010084,USR-03892,cuenta_debito,2023-09-13,activo,,33285.1,,,,,2025-09-17,True
PRD-00010085,USR-03892,tarjeta_credito_garantizada,2025-06-22,revision_de_pagos,10000.0,9894.0,0.9894,47.18,,,2025-10-03,True
PRD-00010086,USR-03893,cuenta_debito,2024-04-27,activo,,38427.53,,,,,2025-11-13,True
PRD-00010087,USR-03893,tarjeta_credito_hey,2025-06-29,activo,40000.0,19700.0,0.4925,40.85,,,2025-11-09,True
PRD-00010088,USR-03894,cuenta_debito,2025-01-25,activo,,41903.14,,,,,2025-11-05,True
PRD-00010089,USR-03894,inversion_hey,2024-04-14,cancelado,,351455.32,,5.28,,,2025-10-25,True
PRD-00010090,USR-03894,tarjeta_credito_hey,2023-12-05,activo,116000.0,27608.0,0.238,28.15,,,2025-09-24,True
PRD-00010091,USR-03895,cuenta_debito,2024-08-13,activo,,64657.5,,,,,2025-11-01,True
PRD-00010092,USR-03895,tarjeta_credito_hey,2024-11-21,activo,18000.0,8316.0,0.462,35.92,,,2025-11-11,True
PRD-00010093,USR-03895,seguro_vida,2022-02-15,activo,,,,,,,2025-11-24,True
PRD-00010094,USR-03896,cuenta_debito,2025-09-26,activo,,68358.4,,,,,2025-08-30,True
PRD-00010095,USR-03897,cuenta_debito,2024-04-27,activo,,70572.24,,,,,2025-09-08,True
PRD-00010096,USR-03898,cuenta_debito,2024-10-23,cancelado,,50479.95,,,,,2025-11-23,True
PRD-00010097,USR-03899,cuenta_debito,2021-02-10,activo,,28751.77,,,,,2025-09-02,True
PRD-00010098,USR-03899,tarjeta_credito_hey,2023-07-24,activo,87000.0,36783.6,0.4228,30.0,,,2025-10-20,True
PRD-00010099,USR-03899,credito_nomina,2022-12-26,activo,10000.0,5578.0,0.5578,32.88,18.0,396.71,2025-10-25,True
PRD-00010100,USR-03899,inversion_hey,2024-04-28,activo,,14493.55,,6.12,,,2025-10-27,True
PRD-00010101,USR-03899,seguro_vida,2025-06-18,activo,,,,,,,2025-10-31,True
PRD-00010102,USR-03900,cuenta_debito,2025-11-12,cancelado,,51386.9,,,,,2025-11-12,True
PRD-00010103,USR-03901,cuenta_debito,2022-11-14,activo,,74756.08,,,,,2025-11-15,True
PRD-00010104,USR-03901,cuenta_negocios,2023-11-14,activo,,34986.56,,,,,2025-11-20,True
PRD-00010105,USR-03901,tarjeta_credito_negocios,2023-09-08,activo,112000.0,37049.6,0.3308,45.82,,,2025-11-27,True
PRD-00010106,USR-03901,credito_personal,2025-01-30,activo,92000.0,37306.0,0.4055,47.74,36.0,1967.08,2025-09-21,True
PRD-00010107,USR-03902,cuenta_debito,2025-01-20,activo,,83132.86,,,,,2025-10-23,True
PRD-00010108,USR-03902,tarjeta_credito_hey,2023-12-10,cancelado,134000.0,29855.2,0.2228,35.85,,,2025-10-16,True
PRD-00010109,USR-03903,cuenta_debito,2024-10-03,activo,,980.65,,,,,2025-09-26,True
PRD-00010110,USR-03903,tarjeta_credito_hey,2025-01-16,activo,106000.0,68984.8,0.6508,34.32,,,2025-09-08,True
PRD-00010111,USR-03904,cuenta_debito,2022-09-09,activo,,52974.09,,,,,2025-09-08,True
PRD-00010112,USR-03904,inversion_hey,2023-12-24,activo,,109498.33,,6.16,,,2025-09-12,True
PRD-00010113,USR-03904,seguro_compras,2022-07-01,cancelado,,,,,,,2025-09-19,True
PRD-00010114,USR-03905,cuenta_debito,2024-11-19,activo,,7929.33,,,,,2025-10-18,True
PRD-00010115,USR-03905,inversion_hey,2021-12-05,activo,,239113.74,,6.26,,,2025-10-25,True
PRD-00010116,USR-03905,tarjeta_credito_hey,2024-02-15,activo,136000.0,44458.4,0.3269,29.23,,,2025-09-21,True
PRD-00010117,USR-03905,credito_auto,2022-11-26,activo,455000.0,51642.5,0.1135,14.55,48.0,1425.5,2025-10-13,True
PRD-00010118,USR-03906,cuenta_debito,2025-02-21,suspendido,,77462.83,,,,,2025-11-10,True
PRD-00010119,USR-03906,tarjeta_credito_hey,2024-04-04,activo,68000.0,40738.8,0.5991,43.59,,,2025-09-11,True
PRD-00010120,USR-03907,cuenta_debito,2021-09-23,activo,,45343.59,,,,,2025-10-01,True
PRD-00010121,USR-03907,tarjeta_credito_negocios,2024-07-04,activo,456000.0,95304.0,0.209,51.64,,,2025-09-22,True
PRD-00010122,USR-03907,credito_personal,2025-01-29,activo,21000.0,2328.9,0.1109,48.76,12.0,249.06,2025-10-15,True
PRD-00010123,USR-03908,cuenta_debito,2025-09-16,activo,,46274.27,,,,,2025-10-04,True
PRD-00010124,USR-03908,tarjeta_credito_hey,2025-11-14,activo,41000.0,17154.4,0.4184,31.8,,,2025-10-17,True
PRD-00010125,USR-03909,cuenta_debito,2024-11-26,activo,,47128.82,,,,,2025-10-25,True
PRD-00010126,USR-03909,cuenta_negocios,2024-06-13,activo,,8376.32,,,,,2025-10-07,True
PRD-00010127,USR-03909,tarjeta_credito_negocios,2022-08-19,activo,372000.0,176253.6,0.4738,42.73,,,2025-11-16,True
PRD-00010128,USR-03909,credito_personal,2024-02-05,activo,59000.0,32125.5,0.5445,29.23,12.0,3119.67,2025-10-23,True
PRD-00010129,USR-03909,credito_auto,2025-08-23,activo,285000.0,131926.5,0.4629,12.43,24.0,6236.76,2025-09-05,True
PRD-00010130,USR-03910,cuenta_debito,2024-03-11,activo,,72812.75,,,,,2025-11-28,True
PRD-00010131,USR-03910,tarjeta_credito_garantizada,2024-04-09,activo,2000.0,591.4,0.2957,49.38,,,2025-11-15,True
PRD-00010132,USR-03911,cuenta_debito,2025-11-20,activo,,61164.91,,,,,2025-10-06,True
PRD-00010133,USR-03911,credito_nomina,2024-09-07,activo,58000.0,30861.8,0.5321,30.41,18.0,2156.48,2025-10-05,True
PRD-00010134,USR-03911,seguro_vida,2023-12-27,activo,,,,,,,2025-11-26,True
PRD-00010135,USR-03912,cuenta_debito,2022-12-05,activo,,73601.02,,,,,2025-11-28,True
PRD-00010136,USR-03912,tarjeta_credito_hey,2024-06-12,activo,103000.0,57577.0,0.559,39.46,,,2025-09-30,True
PRD-00010137,USR-03913,cuenta_debito,2025-09-13,activo,,27680.95,,,,,2025-11-04,True
PRD-00010138,USR-03913,credito_nomina,2025-06-05,activo,73000.0,33368.3,0.4571,29.5,18.0,2316.43,2025-10-22,True
PRD-00010139,USR-03913,inversion_hey,2025-07-01,activo,,40090.76,,3.76,,,2025-10-18,True
PRD-00010140,USR-03914,cuenta_debito,2023-07-04,activo,,18990.44,,,,,2025-10-10,True
PRD-00010141,USR-03914,tarjeta_credito_hey,2024-11-07,activo,23000.0,5391.2,0.2344,45.74,,,2025-10-17,True
PRD-00010142,USR-03914,credito_nomina,2025-04-26,activo,46000.0,13473.4,0.2929,17.03,18.0,853.46,2025-08-31,True
PRD-00010143,USR-03914,inversion_hey,2023-05-21,cancelado,,44176.92,,7.17,,,2025-10-04,True
PRD-00010144,USR-03915,cuenta_debito,2025-02-22,activo,,28502.33,,,,,2025-11-24,True
PRD-00010145,USR-03915,inversion_hey,2025-01-03,activo,,99316.48,,6.6,,,2025-09-07,True
PRD-00010146,USR-03915,tarjeta_credito_hey,2025-02-02,activo,74000.0,21548.8,0.2912,37.09,,,2025-10-05,True
PRD-00010147,USR-03915,seguro_vida,2024-08-11,cancelado,,,,,,,2025-09-07,True
PRD-00010148,USR-03916,cuenta_debito,2023-03-19,activo,,20558.72,,,,,2025-10-27,True
PRD-00010149,USR-03916,tarjeta_credito_hey,2024-12-16,activo,78000.0,11824.8,0.1516,41.87,,,2025-09-28,True
PRD-00010150,USR-03916,credito_nomina,2022-09-14,suspendido,26000.0,6528.6,0.2511,19.5,6.0,1150.82,2025-10-02,True
PRD-00010151,USR-03917,cuenta_debito,2024-09-28,activo,,34983.6,,,,,2025-10-16,True
PRD-00010152,USR-03917,inversion_hey,2024-09-14,activo,,479795.34,,4.69,,,2025-11-28,True
PRD-00010153,USR-03918,cuenta_debito,2023-12-27,activo,,32719.46,,,,,2025-10-04,True
